Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,37.7,2 시즌 8 주 0 일,2970,6,9,5,4,18,FALSE,0,9,11,10,3,2,13,1080,2019-02-06,5,W,888000,93,3.11,7.59,7.7,7.72,7.81,7.76,7.64,8.01,7.63,7.72,7.86,7.52,7.91,7.69,7.88,7.41,5.22,5.69,5.27,0,Cdo,8.01
64,Hanguk,Koo-Joong Kim,435928762,,Y×1,20.31,2 시즌 7 주 1 일,13820,3,2,7,7,20,TRUE,1,11,4,3,2,2,3,1168,2019-02-06,6,CD,3010000,3,5.49,9.96,9.25,9.45,8.54,9.72,9.96,8.47,7.47,6.42,6.38,6.01,6.65,6.11,6.13,5.55,4.39,4.55,4.32,0,CDtw,9.96
67,Hanguk,Hae-Won Kim,437472967,,Y×1,20.51,1 시즌 12 주 1 일,12740,3,2,7,7,20,TRUE,1,11,3,3,6,5,3,1146,2019-02-10,5.5,WB,1970000,1,5.49,9.78,9.02,9.16,8.24,9.35,9.71,7.92,7.36,6.27,6.09,6.08,6.21,5.87,5.81,5.55,5.88,5.91,5.83,0,WBd,9.78
68,Sverige,Elmin Polovina,436113582,,Y×1,19.37,1 시즌 8 주 6 일,12070,2,2,5,7,14,FALSE,1,10,7,6,6,5,3,1001,2019-02-06,4.5,CD,1572000,1,3.7,7.85,7.59,7.7,7.32,7.84,7.89,7.4,6.94,6.56,6.57,6.37,6.72,6.51,6.51,6.29,5.5,5.74,5.43,0,CDtw,7.89
69,Hanguk,Seung-Chul Ki,437963734,Unpredictable,,18.85,1 시즌 6 주 5 일,4430,6,2,7,7,14,FALSE,1,8,6,2,6,2,2,860,2019-02-10,4.5,CD,370000,2,3.85,7.32,7,7.35,6.7,7.8,7.56,7.45,6.53,6.19,6.31,5.77,6.89,6.71,6.5,6.52,4.63,5.58,4.21,0,CD,7.8
71,Schweiz,Nathanael Zimmer,436514697,Head,,19.75,1 시즌 3 주 4 일,9350,7,3,6,6,13,FALSE,1,9,8,7,4,5,2,900,2019-02-06,4.5,WB,780000,4,3.89,8.31,8.19,8.28,8.08,8.39,8.36,8.23,7.73,7.52,7.61,7.29,7.77,7.53,7.57,7.26,6.15,6.23,6.12,0,CD,8.39
72,Hanguk,Hoon Paeng,438720926,Technical,,19.1,1 시즌 2 주 1 일,4120,5,1,5,7,20,TRUE,1,8,6,7,4,2,4,878,2019-02-06,4,WB,790000,0,3.54,7.05,6.91,6.88,6.78,6.83,6.98,6.54,6.42,6.16,6.13,6.12,5.98,5.77,5.98,5.54,4.41,0,4.55,4.74,WBd,7.05
73,Hanguk,Ji-Dan Lee,438852692,Technical,Y×1,19.40,1 시즌 0 주 5 일,1920,6,1,8,7,20,TRUE,1,8,5,4,3,2,2,813,2019-02-10,4.5,CD,350000,1,4.34,8.03,7.71,7.84,7.38,8.02,8.07,7.47,6.85,6.37,6.39,6.1,6.58,6.27,6.31,5.93,4.61,0,4.55,4.93,CDtw,8.07
74,Hanguk,Nam-Han Kim,436538053,,,19.71,1 시즌 0 주 2 일,8830,5,2,7,7,12,FALSE,9,5,1,1,1,1,8,912,2019-02-10,4.5,KP,2470000,0,8.28,4.41,4.03,4.1,3.64,4.19,4.37,3.48,3.1,2.54,2.47,2.39,2.54,2.3,2.31,2.05,1.86,1.86,1.86,0,KP,8.28
76,Hanguk,Kwang-Hwa Hoo,440316579,,,17.74,10 주 2 일,1490,4,1,7,6,20,TRUE,1,7,6,6,3,2,6,716,2019-02-10,3.5,WB,290000,2,3.84,7.41,7.32,7.33,7.22,7.36,7.4,7.18,6.89,6.7,6.74,6.57,6.72,6.5,6.65,6.23,4.85,5.19,4.92,0,WBd,7.41
77,Andorra,Daniel Valldecabres,438124942,Powerful,Y×1,18.38,5 주 6 일,4920,2,2,6,5,7,FALSE,1,8,7,6,6,3,5,821,2019-02-06,3,CD,660000,1,2.89,6.37,6.27,6.34,6.16,6.45,6.42,6.3,6.02,5.87,5.91,5.74,5.99,5.87,5.92,5.72,4.47,5.01,4.41,0,CD,6.45
78,Hanguk,Chung-Nyeung Cho,440758750,,Y×1,17.39,5 주 2 일,1950,6,1,6,5,20,TRUE,1,5,2,5,6,7,3,743,2019-02-10,5.5,FW,490000,0,2.8,4.6,4.45,4.3,4.28,4.11,4.42,3.68,4.12,3.86,3.67,4.1,3.35,3.39,3.46,3.46,5.04,4.58,5.24,0,FWtw,5.24
99,Hanguk,Soon Jung,429263807,,,32.33,4 시즌 14 주 2 일,80,7,6,5,5,20,TRUE,5,6,1,1,2,1,3,596,2018-11-04,3.5,KP,570000,0,5.97,5.28,4.9,4.97,4.51,5.06,5.25,4.35,4.02,3.46,3.38,3.34,3.43,3.21,3.22,3,2.82,2.93,2.81,0,KP,5.97
