Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,FALSE,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WPos,IMPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
61,Oceania,Cedrick Williamson,430364099,Powerful,,20.96,2 시즌 4 주 0 일,6450,3,3,7,7,17,FALSE,1,8,5,7,7,2,7,871,2018-10-24,4,WB,708000,2,4.27,8.37,8.14,8.04,7.91,7.91,8.21,7.37,7.22,6.55,5.5,6.21,5.73,0,WBd,8.37
65,Hanguk,Sang-Hyun Yun,434942107,,,19.59,1 시즌 15 주 2 일,3060,3,1,7,6,20,TRUE,1,6,5,4,7,4,5,795,2018-10-24,4.5,W,390000,4,3.47,6.17,6.05,6.14,5.94,6.26,6.22,6.09,5.85,5.95,5.53,5.99,5.4,0,CD,6.26
70,Hanguk,Min-Gyu Jung,429263814,,,25.25,1 시즌 10 주 6 일,5870,1,4,7,7,15,FALSE,1,9,6,4,4,2,7,959,2018-10-24,5,CD,1030000,2,4.61,8.8,8.44,8.65,8.1,8.93,8.9,8.4,7.1,7.17,5.05,5.64,4.88,0,CD,8.93
72,Hanguk,Gyeong-Ryeol Kim,435840503,,,19.73,1 시즌 9 주 2 일,1210,3,1,3,6,20,TRUE,1,7,6,4,4,3,7,744,2018-10-10,4,CD,390000,0,2.46,4.56,4.46,4.57,4.37,4.71,4.64,4.6,4.11,4.24,3.3,3.55,3.19,0,CD,4.71
78,Hanguk,Jung-Oh Han,433730490,Technical,,21.54,8 주 6 일,4530,4,2,6,8,9,FALSE,1,9,3,5,1,3,6,960,2018-10-24,4.5,WB,1270000,4,3.65,7.23,6.76,6.71,6.27,6.65,7.07,5.66,4.53,3.81,3.3,0,3.54,2.89,WBd,7.23
79,España,Jimeno Eguiruren,415605434,,Y×2,25.110,6 주 2 일,26270,5,5,7,7,7,FALSE,1,8,11,3,9,2,6,1097,2018-10-28,6.5,IM,4068000,22,4.02,8.43,8.45,9.03,8.52,9.78,8.97,10.31,9.27,10.7,6.8,8.63,5.99,0,IMd,10.72
80,Andorra,Joaquim Muntaner,427020395,Technical,,27.56,4 주 5 일,16290,6,6,7,7,6,FALSE,1,9,6,8,7,4,10,1001,2018-10-28,5,WB,1260000,29,4.35,9.09,8.87,8.76,8.63,8.63,8.93,8.1,7.87,7.22,6.48,0,6.71,6.92,WBd,9.09
81,Hanguk,Sang-Yong Jang,433566477,,,21.48,4 주 2 일,7020,2,2,5,8,6,FALSE,1,9,6,6,5,4,5,931,2018-10-28,4,WB,970000,5,3.21,7.03,6.78,6.83,6.54,6.89,7.01,6.43,5.75,5.53,4.58,4.79,4.61,0,WBd,7.03
82,Hanguk,Si-Yul Sa,438852209,,,17.63,1 주 6 일,1220,4,1,4,5,20,TRUE,5,3,1,2,1,1,2,596,2018-10-28,2,KP,750000,0,3.7,2.51,2.4,2.38,2.29,2.34,2.45,2.1,1.92,1.71,1.64,1.6,1.71,0,KP,3.7
83,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,20.45,1 주 3 일,2740,2,1,7,7,4,FALSE,1,8,5,4,5,4,2,804,2018-10-28,4,CD,390000,9,2.94,6.5,6.19,6.31,5.88,6.48,6.54,5.96,5.07,5.05,4.27,4.5,4.16,0,CDtw,6.54
98,Hanguk,Woo-Sung Myo,438979591,,,18.27,2 일,1620,5,1,6,5,20,TRUE,6,3,1,1,1,1,1,606,,,,850000,0,5.08,2.95,2.8,2.83,2.64,2.87,2.94,2.58,2.19,2.09,1.91,1.91,1.91,0,KP,5.08
99,Danmark,Torben Boesen,321795066,Head,,41.47,7 주 2 일,70,5,13,5,1,8,FALSE,0,8,0,3,0,0,0,782,2018-06-06,4,WB,396000,79,2.07,3.86,3.51,3.46,3.15,3.4,3.72,2.65,1.95,1.39,1.11,1.02,1.29,0,WBd,3.86
